USER,USER,followed_at,notification_preference
U000003,U000318,2025-07-17 20:11:59,
U000001,U000363,2023-05-26 19:45:32,
U000001,U000804,2022-01-17 18:40:05,none
U000006,U000301,2023-07-07 05:04:03,
U000002,U000321,2024-08-02 13:06:47,all
U000004,U000236,2022-12-15 01:22:24,
U000012,U000898,2023-06-07 06:10:49,
U000007,U000893,2025-11-19 14:21:13,all
U000017,U000674,2024-01-05 05:31:40,
U000001,U000121,2022-04-05 17:28:23,all
U000001,U000072,2023-06-04 12:19:10,
U000001,U000076,2022-09-13 09:03:59,
U000001,U000626,2025-02-12 07:48:07,
U000002,U000534,2022-05-25 13:02:44,
U001000,U000889,2025-10-03 07:10:09,mentions
U000002,U000726,2022-10-08 20:46:12,all
U000001,U000925,2024-01-06 16:24:11,
U000001,U000470,2023-05-21 22:37:31,none
U000001,U000414,2023-01-13 00:44:42,none
U000011,U000273,2023-07-01 23:46:10,
U000001,U000818,2022-02-20 22:46:50,mentions
U000002,U000160,2023-08-26 05:03:06,mentions
U000005,U000211,2024-10-29 16:24:31,mentions
U000006,U000225,2024-04-20 22:11:07,all
U000003,U000468,2025-11-29 03:30:36,
U000002,U000832,2023-08-02 11:41:13,all
U000001,U000181,2025-07-23 20:17:31,none
U000002,U000129,2023-07-18 11:40:10,none
U000001,U000013,2025-06-07 20:21:44,
U000002,U000602,2022-04-21 09:00:12,all
U000065,U000740,2022-04-23 02:55:19,none
U000003,U000673,2025-10-01 18:16:24,
U000003,U000357,2025-03-16 15:18:15,mentions
U000001,U000462,2024-03-07 11:33:16,
U000005,U000786,2022-03-18 14:27:47,none
U000002,U000200,2022-05-14 23:46:12,mentions
U000003,U000242,2022-01-18 11:05:56,all
U000002,U000360,2023-05-08 10:48:02,mentions
U000008,U000130,2022-08-08 03:39:39,
U000148,U000727,2025-11-05 21:58:13,mentions
U000002,U000058,2022-05-06 08:21:53,mentions
U000001,U000795,2024-05-03 21:49:20,none
U000002,U000940,2024-04-21 22:36:29,
U000002,U000111,2024-01-28 11:33:55,mentions
U000001,U000104,2025-10-15 22:13:33,
U000002,U000380,2024-05-19 13:09:39,
U000003,U000319,2023-04-05 22:10:21,none
U000001,U000566,2023-06-02 01:25:44,
U000001,U000278,2025-03-25 21:49:56,none
U000042,U000763,2024-10-23 19:52:30,none
U000003,U000981,2023-05-31 08:12:12,mentions
U000001,U000899,2023-10-16 20:24:20,all
U000007,U000084,2024-03-03 18:05:16,mentions
U000003,U000628,2022-09-02 22:51:27,
U000001,U000645,2025-10-23 00:06:00,
U000010,U000608,2023-03-25 20:11:08,mentions
U000001,U000152,2025-07-16 21:18:49,mentions
U000006,U000044,2023-06-08 04:52:06,all
U000003,U000141,2023-09-09 04:13:56,
U000004,U000690,2024-10-29 15:54:50,none
U000002,U000467,2022-09-19 05:45:21,mentions
U000006,U000733,2022-05-19 04:25:36,
U000045,U000213,2022-08-17 21:49:02,
U000002,U000232,2023-01-05 04:10:03,all
U000004,U000754,2025-10-28 01:09:39,
U000001,U000261,2025-08-06 20:35:56,none
U000005,U000369,2024-02-22 08:23:37,
U000004,U000700,2022-05-05 10:50:17,all
U000006,U000253,2024-08-31 23:52:29,mentions
U000007,U000634,2025-10-27 14:36:26,all
U000005,U000299,2025-11-28 16:58:11,
U000002,U000561,2022-02-10 21:17:21,mentions
U000003,U000554,2023-09-12 22:07:53,none
U000036,U000749,2022-04-22 16:02:08,
U000002,U000666,2025-09-02 00:17:46,
U000002,U000372,2024-06-14 03:21:52,
U000002,U000197,2023-01-22 17:26:52,
U000012,U000588,2022-02-07 00:31:45,all
U000001,U000981,2023-12-15 22:41:09,
U000001,U000889,2025-06-09 09:49:05,none
U000013,U000296,2023-04-04 18:29:10,
U000001,U000724,2023-04-08 04:44:21,all
U000009,U000495,2025-11-17 21:58:20,
U000005,U000261,2022-01-06 12:37:51,none
U000001,U000064,2025-10-10 03:37:09,mentions
U000003,U000406,2023-12-16 13:59:25,
U000016,U000101,2024-08-08 06:22:03,all
U000013,U000187,2025-03-08 00:38:17,mentions
U000002,U000503,2025-07-22 04:56:14,all
U000002,U000182,2022-10-10 03:14:08,none
U000006,U000247,2025-11-28 11:46:22,mentions
U000016,U000390,2023-10-17 07:31:25,
U000002,U000898,2025-11-01 01:46:07,
U000004,U000355,2025-08-20 12:51:45,
U000003,U000644,2021-12-09 19:46:32,none
U000063,U000027,2023-08-23 11:12:07,all
U000074,U000022,2022-09-28 05:37:13,mentions
U000002,U000934,2025-03-18 00:22:19,mentions
U000010,U000426,2025-08-15 19:55:14,all
U000033,U000331,2022-01-24 01:22:15,all
U000017,U000589,2024-01-06 18:07:17,
U000002,U000653,2021-12-15 01:56:24,
U000002,U000825,2024-05-12 18:25:29,
U000006,U000642,2025-11-13 05:46:51,
U000007,U000160,2023-05-21 09:43:29,
U000004,U000128,2022-01-23 07:46:00,
U000001,U000042,2023-08-16 05:26:20,
U000002,U000196,2022-10-20 04:50:40,
U000026,U000970,2025-10-27 16:03:13,mentions
U000125,U000573,2022-05-31 01:26:18,
U000001,U000586,2025-07-02 04:49:28,none
U000003,U000012,2024-01-18 08:49:38,mentions
U000003,U000965,2025-03-12 05:33:59,none
U000006,U000954,2025-02-15 21:55:00,
U000003,U000091,2024-12-05 17:57:24,all
U000011,U000921,2023-06-28 20:01:12,none
U000007,U000808,2025-07-08 09:32:44,
U000003,U000111,2023-04-01 17:19:37,
U000024,U000313,2023-03-13 10:31:15,
U000003,U000386,2023-08-17 00:28:59,none
U000021,U000272,2025-11-20 14:36:15,all
U000005,U000255,2025-10-31 20:29:34,all
U000001,U000377,2023-06-26 04:28:38,
U000003,U000790,2023-04-23 00:23:18,
U000190,U000157,2022-02-05 12:57:25,all
U000001,U000861,2024-06-26 02:56:13,
U000002,U000115,2025-02-26 23:17:31,none
U000002,U000673,2024-01-17 16:46:33,
U000004,U000114,2022-09-24 09:22:14,none
U000005,U000707,2025-11-13 17:23:36,
U000011,U000098,2025-09-30 08:32:00,all
U000001,U000921,2025-08-12 11:05:38,none
U000003,U000959,2024-02-27 23:23:12,mentions
U000033,U000811,2023-01-22 00:24:20,mentions
U000003,U000422,2022-06-05 01:34:39,
U000184,U000645,2023-03-05 20:42:19,
U000001,U000514,2024-11-27 10:12:28,
U000002,U000403,2022-06-27 11:03:01,none
U000016,U000330,2025-01-16 12:08:38,mentions
U000005,U000539,2023-12-24 07:12:02,mentions
U000001,U000381,2023-05-18 02:22:44,
U000001,U000501,2022-11-04 15:10:28,
U000008,U000237,2025-03-28 01:10:17,mentions
U000015,U000395,2022-01-26 07:22:13,
U000002,U000979,2023-08-23 20:46:11,
U000008,U000567,2025-05-09 19:07:22,
U000005,U000772,2023-01-19 09:09:15,
U000001,U000810,2022-08-11 19:22:31,
U000006,U000474,2023-10-28 09:08:16,all
U000001,U000902,2025-05-05 22:00:45,
U000006,U001000,2025-05-05 06:49:35,none
U000007,U000306,2024-08-27 03:27:35,
U000001,U000516,2024-07-05 08:32:50,mentions
U000018,U000753,2024-02-28 04:04:39,
U000001,U000260,2024-04-10 12:06:49,none
U000004,U000727,2024-07-31 17:15:19,all
U000003,U000908,2022-12-16 04:42:30,
U000569,U000571,2024-05-24 16:36:55,
U000017,U000443,2025-11-17 00:22:59,
U000002,U000428,2023-02-06 02:47:10,mentions
U000001,U000685,2024-04-21 12:01:59,none
U000007,U000581,2022-06-29 10:22:34,all
U000003,U000394,2025-09-07 10:08:41,none
U000004,U000130,2023-01-16 04:11:00,none
U000004,U000359,2023-06-14 08:31:55,
U000004,U000477,2022-02-16 13:55:09,
U000005,U000201,2024-11-08 08:06:00,none
U000001,U000489,2025-04-28 05:30:12,
U000001,U000527,2025-03-05 17:01:58,
U000006,U000175,2025-01-22 00:01:50,none
U000004,U000160,2024-11-15 03:17:28,mentions
U000001,U000643,2025-01-02 00:44:44,mentions
U000086,U000967,2024-03-10 10:12:11,all
U000004,U000268,2023-10-28 15:47:45,none
U000001,U000582,2025-08-09 09:28:36,
U000007,U000015,2022-12-25 10:18:58,
U000001,U000131,2025-06-21 23:58:54,
U000007,U000885,2025-06-19 03:03:04,all
U000003,U000599,2025-08-09 04:26:24,none
U000001,U000817,2022-04-29 12:03:25,none
U000007,U000394,2023-02-15 23:52:57,
U000001,U000178,2024-12-06 06:49:33,
U000001,U000253,2025-09-12 15:37:23,mentions
U000050,U000177,2024-08-15 19:24:31,mentions
U000003,U000371,2022-08-27 01:17:55,
U000002,U000675,2022-07-05 07:46:05,
U000002,U000089,2024-12-27 21:54:38,none
U000006,U000163,2022-10-01 13:56:44,
U000003,U000493,2025-07-22 13:56:33,
U000002,U000081,2025-04-30 21:20:29,
U000317,U000973,2024-07-28 01:06:44,
U000002,U000281,2023-03-19 00:55:35,mentions
U000001,U000453,2024-06-03 14:13:30,all
U000004,U000199,2025-11-30 22:47:21,
U001000,U000715,2023-04-06 03:38:23,none
U000001,U000378,2023-04-12 16:25:55,all
U000004,U000431,2024-05-04 02:57:34,mentions
U000003,U000689,2025-05-27 23:00:58,mentions
U000001,U000572,2025-05-29 12:15:51,
U000021,U000222,2024-05-03 10:39:18,all
U000002,U000096,2023-04-23 00:20:12,mentions
U000004,U000164,2025-11-18 12:10:33,all
U000004,U000622,2023-12-07 08:50:36,none
U000004,U000339,2022-02-19 02:40:52,
U000005,U000826,2025-03-08 08:11:59,mentions
U000002,U000900,2023-10-30 14:47:24,none
U000022,U000877,2025-09-13 17:19:02,
U000001,U000744,2023-07-02 04:27:00,
U001000,U000681,2022-09-12 01:14:29,mentions
U000271,U000897,2025-02-03 07:04:30,none
U000019,U000629,2023-07-06 04:48:00,none
U000034,U000606,2025-06-26 23:20:44,none
U000006,U000232,2025-11-21 05:26:14,
U000002,U000023,2024-03-22 05:25:38,none
U000001,U000471,2025-06-01 22:16:27,all
U000001,U000268,2024-10-14 04:16:16,none
U000032,U000868,2025-07-17 01:48:48,mentions
U000004,U000444,2025-11-29 23:29:17,none
U000034,U000441,2025-04-23 05:26:29,none
U000001,U000122,2024-11-30 21:06:48,none
U000020,U000989,2024-12-29 17:09:05,mentions
U000010,U000375,2025-11-16 22:22:09,mentions
U000005,U000882,2025-05-02 10:59:31,mentions
U000012,U000683,2025-05-05 22:55:59,all
U000006,U000092,2024-04-17 22:56:08,
U000028,U000094,2025-06-16 14:50:00,
U000002,U000868,2022-08-30 20:50:16,none
U000001,U000057,2025-12-03 00:37:33,mentions
U000032,U000259,2024-03-14 19:45:54,mentions
U000006,U000470,2022-01-25 23:01:58,none
U000002,U000298,2024-05-19 10:39:21,
U000002,U000780,2025-01-06 05:46:26,all
U000010,U000574,2023-04-01 12:51:07,
U000004,U000688,2024-10-14 21:27:23,none
U000004,U000098,2023-03-03 16:47:56,none
U000230,U000839,2024-07-25 23:16:54,
U000003,U000561,2021-12-31 09:32:09,
U000001,U000173,2024-03-17 02:31:14,none
U000002,U000227,2024-02-05 22:54:00,mentions
U000001,U000549,2023-05-19 04:15:46,
U000003,U000551,2023-01-20 09:41:45,
U000001,U000053,2023-10-23 07:14:00,
U000002,U000189,2024-06-04 13:14:24,mentions
U000012,U000577,2024-06-17 02:52:59,all
U000005,U000973,2024-05-13 18:10:55,none
U000036,U000122,2022-02-26 04:27:20,none
U000003,U000878,2023-09-13 09:05:00,all
U000003,U000450,2023-04-22 10:27:28,all
U000015,U000475,2025-11-10 15:37:10,mentions
U000003,U000016,2025-11-01 04:42:18,none
U000004,U000987,2023-08-19 18:16:27,
U000007,U000683,2025-05-05 16:35:15,
U000001,U000808,2022-08-17 02:23:43,all
U000002,U000787,2025-03-20 16:58:57,
U000078,U000411,2022-02-18 05:28:30,all
U000003,U000529,2025-07-03 16:26:23,
U000002,U000285,2025-08-05 14:23:22,none
U000001,U000153,2023-07-16 09:21:22,all
U000001,U000635,2025-07-30 06:11:23,none
U000003,U000440,2023-06-07 15:25:07,all
U000001,U000631,2022-07-13 20:34:03,
U000030,U000774,2025-03-03 00:47:00,
U000002,U000747,2024-05-30 00:39:49,none
U000003,U000173,2023-04-26 05:24:32,none
U000004,U000816,2024-09-04 01:11:42,none
U000001,U000451,2022-11-14 13:48:53,all
U000017,U000915,2022-11-06 10:22:00,none
U000034,U000274,2025-08-10 13:50:13,
U000116,U000946,2022-07-04 18:28:50,none
U000001,U000097,2024-08-27 21:29:17,
U000001,U000484,2022-04-07 19:49:22,mentions
U000002,U000037,2023-05-07 13:55:15,none
U000011,U000795,2024-05-22 19:50:05,mentions
U000005,U000025,2023-01-03 22:39:37,none
U000012,U000884,2024-05-20 10:12:24,all
U000001,U000063,2025-03-08 09:55:25,
U000008,U000031,2023-01-09 19:31:36,all
U000002,U000555,2024-08-28 18:56:30,none
U000003,U000955,2022-06-09 16:14:44,mentions
U000002,U000809,2021-12-16 03:13:57,none
U000001,U000910,2021-12-27 18:39:05,none
U000007,U000378,2024-09-19 18:31:35,all
U000005,U000506,2023-09-19 03:43:04,
U000010,U000719,2022-09-09 10:26:18,mentions
U000003,U000195,2025-05-29 06:11:23,
U000005,U000994,2021-12-11 21:41:22,all
U000003,U000418,2025-04-27 01:42:09,
U000002,U000955,2023-05-14 17:00:15,none
U000004,U000300,2023-07-27 12:10:26,
U000082,U000838,2024-05-03 16:43:08,mentions
U000001,U000813,2024-01-17 00:43:03,
U000001,U000354,2025-01-21 07:27:46,
U000002,U000039,2025-11-03 16:14:22,all
U000003,U000277,2025-02-21 10:55:03,all
U000008,U000055,2022-03-07 00:19:12,all
U000117,U000836,2025-04-15 00:03:25,none
U000030,U000167,2022-06-12 13:05:42,
U000001,U000185,2023-04-30 12:26:03,
U000001,U000200,2022-06-22 15:15:34,
U000113,U000825,2025-01-29 18:23:45,
U000030,U000187,2022-09-04 08:17:03,none
U000001,U000005,2023-06-21 21:31:01,mentions
U000001,U000293,2025-01-29 17:49:40,
U000004,U000763,2022-12-12 05:36:37,
U000012,U000178,2025-06-08 03:04:35,mentions
U000013,U000569,2024-11-22 12:52:52,all
U000026,U000317,2025-04-18 14:33:52,
U000001,U000216,2025-03-24 23:05:33,mentions
U000008,U000487,2023-01-18 19:34:01,
U000007,U000684,2025-04-02 23:56:51,mentions
U000001,U000642,2024-02-25 19:26:08,
U000002,U000026,2022-06-29 16:19:39,none
U000002,U000989,2023-01-31 16:15:15,mentions
U000005,U000608,2022-03-27 02:11:53,
U000006,U000832,2025-02-22 23:27:21,
U000002,U000178,2023-05-07 02:59:41,none
U000027,U000272,2025-01-04 05:44:48,
U000002,U000427,2022-12-09 06:21:56,mentions
U000031,U000131,2024-01-19 04:10:23,mentions
U000001,U000905,2023-01-13 01:22:46,
U000006,U000287,2023-07-20 23:05:26,none
U000019,U000843,2025-09-23 19:16:32,
U000005,U000288,2023-09-29 22:49:06,none
U000002,U000373,2024-10-10 01:26:33,mentions
U000008,U000224,2025-01-02 04:00:07,all
U000001,U000044,2025-04-18 14:38:57,all
U000004,U000395,2024-10-16 18:16:27,
U000010,U000506,2022-02-22 12:58:11,none
U000002,U000489,2022-06-01 08:43:57,none
U000021,U000415,2023-07-26 03:58:41,mentions
U000908,U000676,2024-05-22 21:44:58,mentions
U000002,U000262,2024-03-14 05:14:18,
U000001,U000310,2024-12-11 06:44:20,all
U000003,U000744,2024-11-03 21:15:34,all
U000008,U000309,2024-01-06 18:46:56,all
U000005,U000719,2025-02-01 13:06:34,
U000006,U000719,2025-07-06 23:56:41,
U000002,U000739,2024-04-09 17:56:36,none
U000001,U000123,2023-06-17 05:59:09,
U000003,U000527,2024-02-06 05:23:30,
U000009,U000343,2022-11-13 18:52:46,all
U000008,U000980,2023-06-07 07:22:27,mentions
U000002,U000782,2023-07-01 06:31:54,
U000010,U000088,2023-08-09 15:18:00,all
U000002,U000210,2023-12-26 09:56:15,none
U000008,U000038,2022-12-07 14:22:09,none
U000008,U000094,2022-02-01 03:51:19,
U000010,U000367,2023-05-19 15:01:44,
U000019,U000061,2023-07-21 08:01:33,all
U000002,U000925,2023-12-09 10:36:42,all
U000006,U000039,2022-12-14 03:13:11,
U000003,U000306,2024-06-26 16:14:07,
U000002,U000705,2023-07-09 16:16:41,none
U000004,U000600,2024-08-17 11:21:49,all
U000001,U000103,2024-10-17 21:39:35,
U000002,U000933,2022-08-08 07:15:26,none
U000003,U000936,2023-09-10 22:34:42,none
U000002,U000935,2022-01-10 16:55:20,
U001000,U000401,2024-07-16 04:12:07,all
U000003,U000121,2025-08-14 06:17:42,all
U000010,U000786,2022-05-03 06:37:24,
U000003,U000046,2025-02-24 06:42:42,all
U000028,U000206,2023-08-17 16:59:42,
U000004,U000294,2023-11-05 12:14:21,
U000012,U000638,2023-10-09 17:33:17,
U000002,U000843,2025-04-12 15:03:56,
U000013,U000559,2022-03-30 01:15:33,
U000002,U000886,2022-01-22 06:17:21,mentions
U000005,U000419,2022-10-29 16:26:22,all
U000009,U000122,2024-04-04 15:26:06,
U001000,U000384,2022-07-30 16:25:24,
U000026,U000210,2023-07-19 09:57:14,none
U000013,U000407,2022-12-27 01:02:35,
U000002,U000110,2024-08-28 02:02:47,
U000005,U000798,2023-09-19 05:15:08,
U000002,U000203,2024-09-23 20:37:15,
U000003,U000389,2022-07-06 08:46:20,all
U000004,U000984,2022-11-20 06:49:44,
U000004,U000081,2023-10-30 14:10:44,none
U000002,U000015,2024-12-01 12:23:18,
U000001,U000299,2023-07-18 08:43:01,all
U000001,U000567,2023-02-08 22:57:12,
U000003,U000957,2025-07-20 12:45:33,all
U000003,U000436,2022-05-29 00:21:58,all
U000002,U000944,2024-06-27 04:56:06,
U000057,U000379,2022-02-12 07:52:20,
U000005,U000251,2024-02-11 07:19:15,none
U000007,U000454,2024-08-02 10:44:06,
U000001,U000004,2022-05-24 22:16:48,mentions
U000009,U000549,2022-08-11 02:28:23,
U000021,U000268,2023-09-28 05:11:53,all
U000012,U000764,2023-04-18 02:21:52,
U000011,U000914,2022-04-11 07:40:02,mentions
U000002,U000945,2023-01-04 03:17:26,mentions
U000011,U000756,2023-05-25 12:56:16,mentions
U000001,U000257,2022-11-07 14:34:29,none
U000013,U000396,2021-12-20 07:21:36,all
U000001,U000199,2023-07-01 20:56:34,
U000001,U000617,2025-03-12 11:31:12,none
U000003,U000532,2022-04-16 05:49:40,all
U000002,U000470,2025-04-30 21:39:10,
U000002,U000685,2022-09-10 22:41:58,
U000016,U000869,2022-01-06 10:45:53,none
U000001,U000761,2024-07-20 19:40:50,
U000014,U000584,2025-10-21 15:07:13,
U000003,U000175,2022-10-01 20:42:01,none
U000003,U000933,2022-12-04 13:46:47,none
U000052,U000360,2025-02-07 17:22:18,mentions
U000004,U000392,2023-10-04 22:23:09,
U000007,U000569,2023-06-09 09:12:41,mentions
U000003,U000937,2022-04-10 15:47:53,
U000007,U000081,2024-05-14 15:31:30,
U000001,U000163,2025-10-15 04:48:36,none
U000002,U000291,2023-12-30 09:28:33,all
U000005,U000794,2022-12-10 12:46:52,
U000027,U000221,2023-07-10 06:03:50,all
U000001,U000229,2023-09-08 04:17:22,none
U000005,U000402,2025-12-02 18:36:29,mentions
U000003,U000152,2022-12-15 02:11:24,
U000001,U000303,2025-03-02 08:15:41,none
U000001,U000704,2023-05-28 08:43:10,mentions
U000062,U000430,2022-11-04 10:09:27,none
U000002,U000881,2024-02-29 09:47:15,
U000006,U000860,2023-04-03 14:40:55,mentions
U000022,U000188,2022-12-18 06:32:21,none
U000001,U000949,2024-03-08 19:33:45,none
U000001,U000657,2023-07-05 10:51:13,mentions
U000002,U000292,2023-07-02 17:33:18,all
U000003,U000128,2022-12-14 15:13:06,none
U000029,U000975,2024-03-08 01:40:03,none
U000005,U000849,2022-07-14 11:47:05,mentions
U000002,U000457,2024-11-26 07:17:45,
U000003,U000556,2022-11-15 10:47:16,mentions
U000002,U000792,2024-07-01 21:45:38,
U000001,U000799,2022-07-12 10:13:48,none
U000093,U000204,2023-06-24 18:57:10,
U000024,U000484,2022-07-23 15:24:30,mentions
U000004,U000137,2024-10-08 03:49:01,none
U000002,U000269,2023-05-20 06:02:31,all
U000001,U000655,2024-08-28 20:58:39,all
U000002,U000627,2024-04-13 23:28:27,all
U000003,U000949,2025-11-07 22:07:12,mentions
U000002,U000652,2025-10-26 19:26:51,mentions
U000002,U000654,2025-08-03 13:53:47,mentions
U000001,U000434,2024-12-13 15:35:02,none
U000002,U000351,2025-03-06 16:50:49,
U000002,U000796,2024-03-30 10:34:49,mentions
U000003,U000727,2022-01-19 13:24:28,
U000010,U000782,2022-01-06 06:19:14,
U000004,U000372,2024-03-10 12:24:00,
U000002,U000751,2025-07-29 03:35:27,all
U000008,U000225,2025-05-12 02:14:41,mentions
U000001,U000247,2023-01-30 00:05:57,none
U000005,U000456,2023-06-25 17:55:09,none
U000004,U000879,2022-10-06 23:14:37,none
U000117,U000720,2022-06-02 22:30:24,
U000001,U000033,2025-10-24 03:10:56,none
U000001,U000841,2024-07-01 09:45:16,
U000002,U000582,2025-02-22 03:26:31,none
U000005,U000530,2025-04-13 16:07:22,mentions
U000003,U000627,2025-11-04 13:46:37,all
U000002,U000646,2023-04-22 07:05:52,none
U000003,U000829,2021-12-10 22:44:37,mentions
U000006,U000862,2022-08-07 06:11:34,
U000005,U000464,2022-02-22 10:15:40,none
U000007,U000517,2024-12-11 02:28:24,none
U000028,U000245,2024-01-11 02:03:12,
U000005,U000242,2023-11-27 19:19:15,none
U000002,U000221,2023-06-15 17:37:07,
U000020,U000642,2023-05-05 13:51:36,
U000002,U000753,2023-11-22 08:56:23,mentions
U000011,U000489,2023-08-08 01:26:36,all
U000008,U000665,2024-10-06 18:04:51,mentions
U000002,U000130,2024-01-06 00:19:58,
U000002,U000434,2024-08-08 21:41:10,mentions
U000002,U000757,2024-08-22 17:34:13,mentions
U000063,U000053,2023-08-14 09:58:35,
U000031,U000424,2022-07-24 17:29:09,none
U000008,U000056,2022-08-07 02:34:50,
U000012,U000466,2023-04-25 14:36:30,none
U000005,U000958,2023-06-26 18:42:31,all
U000007,U000069,2022-01-12 00:25:43,none
U000003,U000560,2023-12-05 04:44:27,all
U000004,U000655,2022-03-02 07:56:01,none
U000001,U000161,2023-06-21 04:22:37,
U000001,U000252,2024-01-04 09:13:19,
U000003,U000816,2022-10-03 19:54:02,none
U000012,U000861,2022-06-09 15:04:08,
U000002,U000603,2023-07-11 11:29:07,
U000005,U000016,2022-07-18 10:40:49,all
U000006,U000051,2023-03-20 12:57:41,none
U000003,U000822,2024-09-28 17:41:04,mentions
U000002,U000656,2025-08-09 04:34:49,
U000125,U000295,2025-03-13 08:21:48,
U000001,U000641,2023-09-08 02:34:29,mentions
U000052,U000811,2022-04-14 08:21:15,
U000023,U000828,2024-04-15 12:42:39,
U000004,U000371,2023-01-08 04:39:02,all
U000003,U000998,2023-04-01 03:47:52,all
U000008,U000636,2023-04-23 23:52:54,none
U000002,U000127,2022-03-19 17:49:59,all
U000006,U000774,2023-11-18 01:45:21,all
U000001,U000789,2023-12-31 02:16:41,
U000002,U000030,2022-06-13 12:27:28,mentions
U000003,U000760,2023-11-09 03:37:05,mentions
U000006,U000786,2023-04-14 05:48:44,
U000002,U000896,2022-07-14 03:26:45,all
U000487,U000011,2024-01-31 08:31:19,mentions
U000001,U000062,2024-01-01 07:43:42,
U000001,U000098,2024-01-21 09:13:03,
U000001,U000565,2022-02-11 12:08:59,all
U000002,U000301,2022-06-27 04:31:19,all
U000008,U000021,2022-04-23 12:12:24,
U000003,U000579,2022-12-10 16:31:26,all
U000007,U000466,2022-09-23 22:07:40,
U001000,U000161,2025-05-17 21:08:35,
U000010,U000956,2023-10-25 14:23:35,
U000004,U000580,2023-05-01 03:09:50,
