USER,TWEET,posted_at,device_type,location_coordinates
U000661,T0001451,2022-12-14 20:34:06,Windows,"-77.1026795,-92.910060"
U000780,T0001452,2022-01-31 20:41:27,iPad,
U000942,T0001453,2024-10-31 05:29:28,,
U000634,T0001454,2022-12-23 09:09:01,Windows,
U000139,T0001455,2022-04-29 08:04:16,iPhone,
U000767,T0001456,2023-06-14 16:41:07,Android,"-21.266698,-161.554829"
U000646,T0001457,2025-09-22 16:34:37,,"-41.793522,-65.110404"
U000507,T0001458,2024-06-17 01:25:09,iPad,
U000518,T0001459,2025-03-20 12:26:40,Mac,
U000300,T0001460,2023-10-10 15:02:39,Mac,"-86.503329,-132.471568"
U000696,T0001461,2024-05-16 23:03:26,iPhone,"-10.890143,-53.347324"
U000647,T0001462,2021-12-27 19:33:05,,"27.400010,61.153198"
U000046,T0001463,2024-10-05 19:38:42,Windows,
U000100,T0001464,2025-05-21 06:55:38,Android,"14.427969,-150.130589"
U000427,T0001465,2024-11-22 03:16:41,iPad,
U000332,T0001466,2024-10-23 20:30:56,iPhone,
U000773,T0001467,2025-08-25 12:34:43,Mac,"-48.4042745,-56.852540"
U000648,T0001468,2022-01-27 11:09:16,,"53.1155605,-75.333503"
U000002,T0001469,2023-12-17 22:39:29,Windows,"-77.989121,-37.375869"
U000496,T0001470,2022-11-22 01:52:12,Web,
U000879,T0001471,2023-01-31 23:23:13,Windows,
U000709,T0001472,2023-03-06 14:47:09,iPad,
U000132,T0001473,2021-12-29 00:34:16,Mac,
U000118,T0001474,2024-09-04 07:29:18,Mac,
U000066,T0001475,2022-08-21 02:42:23,,
U000211,T0001476,2024-03-05 06:32:15,Android,
U000475,T0001477,2023-09-19 18:07:31,iPad,"11.8246645,179.808997"
U000218,T0001478,2025-11-29 23:46:58,Windows,"-62.096937,-3.543908"
U000819,T0001479,2022-10-20 07:27:22,Web,"-89.7582145,138.484167"
U000050,T0001480,2023-07-19 12:24:48,iPhone,
U000605,T0001481,2025-08-12 20:39:56,iPhone,
U000489,T0001482,2022-04-23 13:38:40,,"-75.3832675,-148.736347"
U000889,T0001483,2022-06-20 13:14:15,iPad,
U000591,T0001484,2025-05-03 20:48:43,iPad,"-83.149200,10.239437"
U000403,T0001485,2025-06-10 11:18:28,iPad,"3.449868,-94.774117"
U000685,T0001486,2024-04-23 12:13:52,Android,"15.700049,-136.729904"
U000768,T0001487,2024-10-26 17:59:20,,
U000297,T0001488,2024-11-06 10:09:21,Web,
U000830,T0001489,2022-10-09 10:22:35,Windows,
U000776,T0001490,2025-05-02 19:20:07,,"4.7949095,-28.227154"
U000587,T0001491,2024-04-26 06:25:10,Android,"-27.820337,146.706611"
U000457,T0001492,2023-10-17 11:58:06,iPad,
U000011,T0001493,2025-09-21 09:35:13,Mac,"57.2657765,129.950278"
U000678,T0001494,2023-09-11 23:12:30,Mac,"-75.347676,22.959262"
U000305,T0001495,2023-07-17 22:02:08,iPad,
U000768,T0001496,2023-07-23 05:46:05,iPhone,
U000267,T0001497,2022-08-12 13:43:25,Windows,"-40.932965,22.122444"
U000415,T0001498,2025-10-04 01:45:08,Android,
U000181,T0001499,2024-08-12 22:40:20,iPad,
U000262,T0001500,2023-07-06 05:58:30,iPhone,
U000403,T0001501,2025-04-22 13:09:03,iPad,
U000206,T0001502,2025-08-12 06:22:07,Windows,"-26.693647,84.576056"
U000056,T0001503,2025-07-12 11:38:53,iPhone,
U000892,T0001504,2022-07-27 21:57:42,Windows,
U000860,T0001505,2021-12-22 02:18:19,iPhone,
U000373,T0001506,2023-12-18 02:31:11,Android,"-89.894397,-5.514972"
U000488,T0001507,2022-08-13 10:33:04,Windows,"-6.487652,96.053981"
U000374,T0001508,2025-04-27 12:51:03,iPad,"43.5333995,31.541053"
U000784,T0001509,2022-05-16 15:24:37,Web,"42.621208,-89.910098"
U000452,T0001510,2022-08-30 10:02:49,Windows,
U000530,T0001511,2024-03-09 21:08:10,Windows,"31.884586,29.248248"
U000187,T0001512,2021-12-30 04:49:43,Mac,
U000953,T0001513,2023-04-28 09:46:20,,
U000998,T0001514,2022-09-21 17:23:11,iPad,
U000588,T0001515,2023-05-03 07:00:46,Windows,"78.551226,116.353283"
U000132,T0001516,2023-01-28 14:57:12,Mac,
U000431,T0001517,2023-02-13 12:20:27,,
U000559,T0001518,2023-05-04 12:29:10,Web,
U000086,T0001519,2023-07-21 14:18:47,Windows,
U000177,T0001520,2025-04-29 23:01:00,Windows,
U000362,T0001521,2025-08-14 04:10:56,iPhone,
U000929,T0001522,2023-01-12 11:50:06,Mac,"-74.604597,-55.838190"
U000710,T0001523,2024-04-11 23:50:30,Android,"-42.0242835,-121.607285"
U000503,T0001524,2025-03-03 04:22:30,iPad,
U000155,T0001525,2023-09-28 02:24:10,Mac,"23.408161,-58.486437"
U000623,T0001526,2022-05-23 18:59:00,Android,
U000875,T0001527,2025-07-15 06:15:05,Mac,
U000916,T0001528,2024-05-02 05:25:43,,"60.165864,165.142406"
U000420,T0001529,2023-08-26 13:31:18,Android,
U000871,T0001530,2022-02-13 20:50:36,Web,
U000329,T0001531,2025-07-17 23:37:43,,"26.160266,-51.290762"
U000252,T0001532,2023-09-15 07:28:22,,
U000564,T0001533,2024-05-29 22:48:11,Windows,"-30.2440535,43.779527"
U000051,T0001534,2023-09-21 22:16:32,iPad,
U000839,T0001535,2024-08-05 19:06:48,Web,"39.3176855,76.885436"
U000347,T0001536,2024-10-26 19:37:34,Windows,
U000112,T0001537,2025-07-20 23:39:28,,"-53.4592965,157.190901"
U000697,T0001538,2024-09-21 01:25:02,iPad,"-73.624122,-171.223505"
U000267,T0001539,2022-09-12 02:30:52,iPad,
U000545,T0001540,2024-02-25 06:47:42,Windows,"-1.168560,-158.383925"
U000199,T0001541,2024-02-22 04:19:11,Windows,
U000249,T0001542,2022-04-10 12:32:16,Android,
U000284,T0001543,2023-01-29 22:21:00,iPad,"64.281095,85.683260"
U000492,T0001544,2022-02-28 23:57:03,Android,
U000710,T0001545,2022-08-29 19:13:33,Android,"83.5931035,179.565407"
U000077,T0001546,2025-10-22 17:12:46,Android,
U000563,T0001547,2025-02-09 16:04:50,iPad,
U000052,T0001548,2024-05-05 08:51:54,Android,
U000328,T0001549,2024-07-15 21:18:32,iPhone,
U000427,T0001550,2024-11-20 04:41:13,,
U000578,T0001551,2022-12-13 22:03:15,Mac,
U000602,T0001552,2021-12-20 13:13:52,Android,"-43.4270995,95.137444"
U000017,T0001553,2024-01-18 13:16:45,Windows,"-63.635584,171.893136"
U000622,T0001554,2024-06-13 18:02:35,iPad,"-66.6801805,-125.775853"
U000738,T0001555,2023-09-02 04:19:25,iPad,
U000662,T0001556,2025-06-01 11:12:57,Web,"42.9618425,72.854393"
U000519,T0001557,2022-06-29 17:09:07,Windows,"-8.9667145,41.774260"
U000894,T0001558,2024-05-05 23:34:09,iPhone,
U000627,T0001559,2022-03-20 15:15:16,Web,
U000616,T0001560,2022-08-08 03:07:38,iPhone,"-24.443926,-29.352350"
U000579,T0001561,2023-01-07 17:17:22,Web,
U000495,T0001562,2023-08-21 12:25:06,,"43.414557,146.326769"
U000520,T0001563,2023-05-04 13:14:20,iPad,
U000835,T0001564,2021-12-12 21:54:33,,"-41.5665465,-93.965029"
U000951,T0001565,2025-11-26 23:23:03,Mac,"-68.595210,34.489818"
U000383,T0001566,2022-10-07 20:32:46,Windows,"-78.3055325,37.922580"
U000130,T0001567,2022-12-25 14:37:39,Mac,
U000941,T0001568,2022-06-12 21:55:41,,"-3.7500315,60.743264"
U000360,T0001569,2025-07-18 22:19:00,iPad,
U000374,T0001570,2024-10-07 05:16:43,,"58.916408,-7.509612"
U000284,T0001571,2023-08-23 02:21:00,Android,
U000674,T0001572,2024-12-17 05:47:16,iPad,
U000625,T0001573,2024-06-12 19:46:25,iPhone,"-69.8743605,165.365306"
U000345,T0001574,2023-04-18 05:03:41,Web,"-29.5866825,170.318356"
U000731,T0001575,2025-01-09 18:02:04,iPad,
U000600,T0001576,2023-06-07 01:51:11,iPhone,"-15.513942,14.390662"
U000161,T0001577,2023-05-19 09:50:45,Windows,"-29.438970,-126.640122"
U000939,T0001578,2023-01-27 09:13:47,,
U000645,T0001579,2023-07-03 06:50:18,iPad,"-37.8461065,110.831002"
U000150,T0001580,2023-01-20 13:21:00,iPad,"52.0637425,49.683009"
U000962,T0001581,2022-09-01 10:59:26,iPhone,"-68.9422755,-33.642835"
U000225,T0001582,2025-01-13 11:59:28,Mac,"-26.2654155,-80.917387"
U000866,T0001583,2023-08-22 14:40:35,iPhone,"34.2324485,2.763344"
U000511,T0001584,2022-07-02 06:44:39,Web,"-39.081763,167.101444"
U000810,T0001585,2024-02-20 08:16:29,iPhone,"57.0801515,46.689762"
U000373,T0001586,2024-12-15 13:58:17,iPad,"73.690027,107.447443"
U000161,T0001587,2024-03-21 10:22:35,Windows,"-57.4609175,139.155224"
U000028,T0001588,2023-01-22 03:29:43,iPhone,"83.641327,112.326551"
U000728,T0001589,2023-06-12 05:33:56,,"-86.699280,-59.024369"
U000152,T0001590,2023-06-17 13:36:05,Android,
U000017,T0001591,2024-01-23 14:24:50,Web,"5.9337265,41.779287"
U000436,T0001592,2021-12-07 11:06:35,iPhone,
U000599,T0001593,2025-01-17 22:47:50,Windows,"76.305962,17.531333"
U000285,T0001594,2023-02-28 02:47:34,Web,"-79.6713945,-157.306555"
U000605,T0001595,2023-10-22 04:48:39,Mac,
U000008,T0001596,2025-09-15 22:48:48,Windows,
U000564,T0001597,2023-01-08 17:49:19,Web,
U000634,T0001598,2025-09-19 09:24:51,Android,
U000635,T0001599,2023-05-07 20:29:15,iPhone,"58.420270,84.306136"
U000998,T0001600,2025-01-03 09:17:09,,
U000047,T0001601,2023-10-28 21:13:14,,
U000548,T0001602,2025-11-01 17:42:56,,
U000461,T0001603,2024-11-07 20:56:47,Android,
U000960,T0001604,2025-04-09 01:08:24,iPad,"-50.9033105,-12.053927"
U000790,T0001605,2025-02-05 23:07:21,,
U000588,T0001606,2023-08-05 21:52:35,,
U000491,T0001607,2022-04-09 00:00:16,iPad,"72.813456,18.133559"
U000849,T0001608,2025-10-07 15:55:07,Web,
U000700,T0001609,2022-07-13 17:34:17,Android,"-85.3851545,164.427611"
U000956,T0001610,2025-02-19 00:03:25,iPhone,
U000549,T0001611,2022-01-23 23:19:56,Web,
U000487,T0001612,2023-06-16 07:07:56,Web,"15.5995015,-62.503524"
U000250,T0001613,2022-03-05 13:16:14,Web,
U000327,T0001614,2024-06-04 10:26:58,Windows,"-65.5566275,-173.245390"
U000922,T0001615,2024-08-31 07:16:36,Web,"-57.031922,-11.966229"
U000184,T0001616,2023-10-08 06:38:51,Windows,"19.0293675,-65.811146"
U000515,T0001617,2025-08-25 10:29:14,iPhone,"61.589505,81.659348"
U000826,T0001618,2022-11-01 12:51:25,iPad,
U000516,T0001619,2022-08-10 00:41:44,Web,"27.548687,23.599717"
U000048,T0001620,2024-08-21 08:35:09,Android,
U000813,T0001621,2022-09-15 07:05:38,Web,
U000973,T0001622,2024-08-15 04:50:13,Web,"66.758518,-124.861860"
U000389,T0001623,2024-03-28 01:48:36,,"47.060035,63.365505"
U000697,T0001624,2023-09-13 10:33:17,iPhone,
U000392,T0001625,2025-03-23 06:37:05,iPhone,
U000722,T0001626,2024-12-30 13:03:12,,"40.110440,89.797673"
U000893,T0001627,2024-08-07 00:41:57,,"-76.7423965,-90.069268"
U000134,T0001628,2024-08-11 09:27:09,iPhone,
U000638,T0001629,2024-11-02 20:56:09,Windows,
U000316,T0001630,2025-06-17 09:10:37,Web,
U000713,T0001631,2025-01-25 00:24:31,Windows,"-11.6805705,66.599381"
U000943,T0001632,2024-01-08 06:39:42,Windows,
U000414,T0001633,2022-07-02 08:38:29,Android,"-46.329194,-116.306887"
U000334,T0001634,2021-12-15 12:47:52,,
U000242,T0001635,2022-09-16 16:56:14,Web,"27.8862595,99.612351"
U000267,T0001636,2025-02-03 01:22:44,Windows,"30.818213,-27.945150"
U000850,T0001637,2024-10-02 18:27:53,iPad,"78.7594015,-157.153148"
U000037,T0001638,2022-06-08 06:23:10,Windows,
U000606,T0001639,2022-02-21 18:48:10,Windows,"-4.3157865,-39.737632"
U000997,T0001640,2025-11-17 23:30:50,Windows,"-36.3786605,-88.821019"
U000819,T0001641,2025-10-25 19:38:17,iPad,"6.9095885,-156.720560"
U000107,T0001642,2023-04-10 22:15:28,Windows,"47.9990885,-120.480912"
U000449,T0001643,2023-10-05 02:40:35,,"-19.0417845,96.759648"
U000216,T0001644,2022-03-03 00:44:35,,"-41.9491775,-67.807699"
U000514,T0001645,2024-09-14 02:11:27,iPad,"-50.732093,-50.534344"
U000933,T0001646,2023-07-10 21:17:04,Android,"9.0421375,-62.115731"
U000642,T0001647,2025-09-07 10:37:10,iPad,"-13.832598,26.326650"
U000563,T0001648,2022-02-13 23:12:32,,
U000334,T0001649,2024-02-01 15:21:45,iPad,
U000450,T0001650,2023-04-03 05:19:11,Android,"-13.5681415,-60.834502"
U000111,T0001651,2022-06-30 02:39:34,,
U000405,T0001652,2022-10-05 18:08:37,,"5.526280,-102.158398"
U000967,T0001653,2025-10-12 23:50:33,Web,"-83.822314,-70.299832"
U000655,T0001654,2022-06-24 10:10:08,Web,
U000569,T0001655,2022-06-04 12:46:00,,"38.9062335,78.812088"
U000803,T0001656,2024-07-30 21:32:59,iPad,"48.989144,41.478588"
U000092,T0001657,2022-02-16 23:03:33,iPad,
U000916,T0001658,2024-04-06 07:46:16,iPad,"-56.0450115,161.975409"
U000272,T0001659,2025-12-02 16:57:23,Web,
U000341,T0001660,2022-10-06 13:25:38,,
U000379,T0001661,2023-12-18 00:40:38,,
U000699,T0001662,2023-02-28 08:13:51,Windows,"-88.980549,-160.804886"
U000811,T0001663,2024-01-31 20:28:10,Mac,
U000264,T0001664,2023-12-22 06:31:18,,"7.5483625,174.035600"
U000905,T0001665,2022-03-26 23:13:53,,
U000475,T0001666,2024-04-14 05:20:52,Web,"78.6773685,163.009400"
U000439,T0001667,2022-01-15 16:56:09,,"-48.0737615,115.175116"
U000828,T0001668,2025-11-19 12:11:52,,
U000334,T0001669,2023-01-28 18:26:16,Web,"-84.7929515,-51.558148"
U000687,T0001670,2024-08-31 17:01:10,Windows,"14.6749365,-105.819397"
U000693,T0001671,2024-02-16 16:35:29,,
U000915,T0001672,2024-04-16 02:10:58,Android,
U000361,T0001673,2023-07-25 22:34:46,,
U000395,T0001674,2024-03-09 22:14:33,,
U000441,T0001675,2025-08-04 08:40:45,iPhone,
U000126,T0001676,2023-11-30 13:28:24,Web,
U000590,T0001677,2024-11-03 10:57:05,Web,"-7.2581385,98.333289"
U000644,T0001678,2024-09-15 16:24:16,Android,"-16.3622595,-60.011082"
U000377,T0001679,2024-02-15 10:06:57,Mac,
U000663,T0001680,2022-09-26 15:44:02,Android,"-9.9109315,26.745415"
U000483,T0001681,2024-04-24 20:26:48,,
U000034,T0001682,2022-06-10 00:26:13,Android,"-64.4893315,55.683766"
U000543,T0001683,2022-02-05 00:45:34,Windows,"-65.7919835,91.608919"
U000482,T0001684,2022-03-29 02:46:06,,
U000420,T0001685,2023-12-27 04:36:46,,
U000450,T0001686,2022-08-17 14:49:47,Mac,
U000521,T0001687,2024-04-06 12:06:22,Mac,"-14.929350,-57.461196"
U000395,T0001688,2025-06-07 22:19:26,iPad,"-53.555679,-45.657873"
U000302,T0001689,2024-05-10 07:38:50,Android,"-4.391156,-10.446509"
U000622,T0001690,2024-02-11 02:21:05,iPhone,
U000653,T0001691,2025-10-09 00:47:43,Android,"-77.0594205,19.747964"
U000769,T0001692,2025-04-27 14:21:00,iPad,"22.9769915,-57.703368"
U000619,T0001693,2022-04-08 02:01:56,iPhone,"-5.465274,-79.767437"
U000415,T0001694,2024-10-28 05:06:03,iPad,"-45.6490475,-28.752818"
U000192,T0001695,2025-07-15 19:20:55,,
U000731,T0001696,2024-02-09 04:43:18,Android,"41.7359785,-33.817219"
U000612,T0001697,2023-10-23 22:17:39,,
U000568,T0001698,2023-12-25 08:58:35,Android,
U000327,T0001699,2023-03-05 12:24:07,Windows,"41.0603235,-103.101818"
U000525,T0001700,2023-02-05 14:22:24,,
U000838,T0001701,2025-05-20 00:35:20,,
U000060,T0001702,2025-10-07 00:49:56,Mac,
U000710,T0001703,2023-07-21 15:32:23,Mac,"-54.9251625,76.558491"
U000199,T0001704,2022-07-01 22:02:29,,
U000685,T0001705,2022-04-07 21:23:57,Mac,
U000369,T0001706,2025-11-12 11:25:05,Web,"-6.109094,-10.285014"
U000594,T0001707,2022-12-01 20:25:17,iPhone,"19.779615,171.644888"
U000013,T0001708,2022-09-30 14:30:21,Android,
U000062,T0001709,2024-03-18 11:01:57,iPhone,"-28.311676,90.024566"
U000669,T0001710,2025-07-07 23:22:06,,
U000507,T0001711,2022-01-05 15:04:34,Mac,
U000983,T0001712,2022-07-20 09:42:57,Windows,"35.080343,56.004661"
U000150,T0001713,2021-12-08 21:35:50,,"-67.486038,-28.925500"
U000346,T0001714,2023-11-10 20:11:50,,
U000034,T0001715,2025-02-05 08:36:44,,"-80.6887085,-50.151508"
U000912,T0001716,2022-12-10 03:34:11,Windows,
U000630,T0001717,2024-12-05 03:02:45,iPhone,
U000490,T0001718,2025-02-20 14:49:19,Android,"-25.938059,160.278541"
U000406,T0001719,2022-07-28 11:57:11,Web,
U000429,T0001720,2022-12-25 22:58:42,iPad,"64.5017905,168.758082"
U000956,T0001721,2023-08-31 06:42:50,,
U000232,T0001722,2024-11-17 02:45:41,Android,
U000465,T0001723,2025-06-02 10:49:44,,
U000019,T0001724,2024-08-04 23:18:10,,
U000159,T0001725,2023-01-25 08:33:55,,
U000757,T0001726,2023-10-04 01:55:11,,
U000648,T0001727,2023-02-02 05:56:27,,"61.9799975,-30.817869"
U000293,T0001728,2023-02-26 07:30:37,Web,"14.911046,-143.418043"
U000536,T0001729,2025-08-24 09:55:09,,"87.9566295,-72.129598"
U000473,T0001730,2025-02-08 11:53:42,iPhone,"46.609427,-98.325345"
U000157,T0001731,2025-09-16 02:05:54,Android,
U000687,T0001732,2024-01-30 04:31:34,Web,
U000607,T0001733,2022-12-27 04:15:52,Windows,
U000867,T0001734,2025-07-02 11:53:07,iPad,"-10.2356785,49.562859"
U000241,T0001735,2025-12-01 22:29:18,Mac,"-47.692455,67.838228"
U000370,T0001736,2025-08-16 05:44:54,,"-51.1567915,-124.838360"
U000755,T0001737,2024-05-29 22:30:05,iPad,
U000614,T0001738,2025-06-07 23:06:07,Android,
U000654,T0001739,2025-05-13 22:33:16,Windows,
U000345,T0001740,2023-03-05 07:38:52,Mac,
U000766,T0001741,2024-09-10 02:59:11,,"-41.0606575,-158.907027"
U000119,T0001742,2021-12-12 21:14:06,Android,
U000813,T0001743,2023-01-12 02:41:07,Web,"-83.208245,88.622218"
U000003,T0001744,2023-05-26 21:41:45,Android,
U000384,T0001745,2023-07-19 02:01:18,,
U000086,T0001746,2021-12-23 03:53:55,iPhone,
U000205,T0001747,2022-06-19 16:16:34,Android,
U000171,T0001748,2024-09-17 18:27:49,iPad,
U000080,T0001749,2025-10-10 17:11:28,Windows,
U000409,T0001750,2025-04-19 11:31:06,Android,
U000300,T0001751,2021-12-05 12:57:32,,"-79.1135775,-107.051913"
U000108,T0001752,2023-10-22 23:58:26,,
U000124,T0001753,2024-12-30 19:36:01,Mac,
U000757,T0001754,2023-09-12 06:55:34,Web,"71.743632,-18.928793"
U000653,T0001755,2024-11-09 23:56:00,iPhone,"15.371983,-149.645560"
U000727,T0001756,2024-08-09 20:48:29,,"-57.7318315,-132.986683"
U000341,T0001757,2022-02-15 15:23:50,iPad,"55.5918765,-39.012314"
U000367,T0001758,2024-12-02 19:39:10,,
U000613,T0001759,2024-11-20 20:48:04,iPad,"76.483899,-80.181652"
U000187,T0001760,2025-11-20 09:18:11,,"51.0678555,29.977102"
U000826,T0001761,2025-01-28 10:43:00,Mac,"75.8284435,159.685403"
U000101,T0001762,2022-08-27 20:17:15,,
U000023,T0001763,2024-12-27 20:39:47,,"17.556357,-94.298610"
U000376,T0001764,2025-03-23 13:01:11,iPad,
U000594,T0001765,2022-10-03 15:50:04,,
U000197,T0001766,2024-10-10 06:56:53,,"66.083297,136.167915"
U000640,T0001767,2024-05-22 07:10:55,iPad,"-23.1436665,117.831134"
U000357,T0001768,2025-03-25 03:38:34,,"-71.1963015,89.564704"
U000476,T0001769,2022-10-18 08:45:39,Mac,"-72.432707,-178.069043"
U000947,T0001770,2023-06-16 04:46:15,Windows,
U000568,T0001771,2025-05-15 20:47:34,iPhone,
U000887,T0001772,2023-12-01 19:46:19,iPhone,
U000270,T0001773,2022-09-18 13:32:41,,
U000320,T0001774,2022-09-08 09:25:06,Web,"-9.108000,-37.333122"
U000077,T0001775,2025-01-12 02:53:11,Android,
U000482,T0001776,2024-03-18 19:15:42,Windows,
U000945,T0001777,2025-04-20 01:13:33,,
U000318,T0001778,2025-06-30 17:28:43,Web,"28.101691,60.291583"
U000488,T0001779,2025-05-12 12:56:57,,
U000666,T0001780,2022-05-05 13:07:24,iPhone,"-76.428474,-109.813896"
U000929,T0001781,2022-12-07 13:54:57,,
U000666,T0001782,2022-03-30 10:01:36,iPhone,
U000219,T0001783,2025-11-25 23:06:08,iPhone,"-9.679508,48.422139"
U000849,T0001784,2025-11-04 16:50:45,iPad,
U000988,T0001785,2023-11-02 10:51:43,Mac,
U000433,T0001786,2024-01-21 15:42:09,iPhone,
U000298,T0001787,2025-09-24 18:18:28,iPad,"-13.8090155,-78.136867"
U000895,T0001788,2023-02-22 15:11:02,Android,
U000891,T0001789,2024-08-28 13:56:25,Web,"-5.6882685,57.542440"
U000984,T0001790,2023-02-23 04:47:10,iPhone,"75.948889,-35.801935"
U000485,T0001791,2024-02-25 16:29:58,Web,"-15.757145,-121.946195"
U000148,T0001792,2023-03-20 23:58:36,Mac,
U000864,T0001793,2024-07-22 09:22:50,,
U000301,T0001794,2023-12-10 07:15:00,,
U000410,T0001795,2023-02-18 13:19:00,,"-78.598209,178.730831"
U000612,T0001796,2024-07-17 12:35:38,iPhone,"-19.3141645,119.540324"
U000153,T0001797,2022-03-24 10:17:10,Windows,
U000067,T0001798,2022-11-27 05:38:31,iPad,
U000193,T0001799,2024-10-09 14:44:03,Android,
U000887,T0001800,2023-11-04 17:04:11,Web,
U000662,T0001801,2024-04-14 11:10:21,iPhone,
U000488,T0001802,2023-08-25 00:45:11,Windows,
U000691,T0001803,2024-02-05 20:40:08,iPad,"-35.8184985,113.528345"
U000648,T0001804,2024-12-11 23:59:13,,"71.8223225,-42.749614"
U000557,T0001805,2025-04-05 02:04:40,Windows,
U000439,T0001806,2022-05-19 06:17:19,Windows,"56.572642,87.338285"
U000385,T0001807,2024-12-27 05:14:18,,"-10.3645675,81.688981"
U000233,T0001808,2024-12-14 22:41:57,Web,
U000650,T0001809,2025-05-27 11:28:30,Web,"-85.529464,-28.966101"
U000858,T0001810,2025-09-17 22:17:03,Android,
U000671,T0001811,2023-08-04 00:12:03,Mac,
U000618,T0001812,2025-09-30 13:40:21,iPhone,"-61.431742,-49.367992"
U000369,T0001813,2024-09-04 17:19:33,,"39.7180455,95.163222"
U000079,T0001814,2025-01-28 18:57:24,Windows,
U000050,T0001815,2022-09-15 09:09:28,iPhone,"-10.324861,-109.852232"
U000019,T0001816,2024-05-10 13:50:21,,"-44.5756735,68.236994"
U000637,T0001817,2024-10-23 17:50:47,Mac,"-13.994453,101.357957"
U000019,T0001818,2023-01-15 03:31:46,Web,
U000034,T0001819,2024-04-01 15:52:42,iPad,"-73.4477005,31.747027"
U000070,T0001820,2025-11-13 16:33:13,iPad,"-14.503978,-21.299009"
U000518,T0001821,2023-08-26 17:13:38,,"-12.4601815,92.570403"
U000621,T0001822,2022-05-09 19:42:56,Android,
U000651,T0001823,2024-05-22 04:49:06,,"-74.482854,93.493168"
U000037,T0001824,2023-10-23 01:08:25,Windows,"-15.963415,25.637922"
U000850,T0001825,2023-06-05 22:58:40,iPad,
U000662,T0001826,2022-04-11 13:09:47,Mac,
U000754,T0001827,2025-08-14 20:57:14,iPhone,
U000092,T0001828,2022-09-12 00:11:55,Android,"26.5048695,41.606673"
U000472,T0001829,2025-02-15 20:13:27,Web,"-70.5577735,89.839048"
U000153,T0001830,2024-05-25 05:54:05,Android,
U000190,T0001831,2024-07-15 11:57:15,iPad,
U000845,T0001832,2024-09-20 20:09:15,Android,"48.391285,165.541074"
U000775,T0001833,2025-08-23 00:22:05,iPhone,
U000717,T0001834,2025-11-11 05:48:07,,
U000811,T0001835,2022-12-24 15:50:41,,"52.5386765,64.472441"
U000148,T0001836,2022-08-28 07:20:32,Windows,
U000884,T0001837,2024-12-04 00:17:19,iPhone,"37.0966035,131.053960"
U000155,T0001838,2025-08-13 16:24:06,,
U000918,T0001839,2024-02-26 22:21:57,iPhone,
U000068,T0001840,2023-08-20 05:47:32,Mac,
U000881,T0001841,2023-03-24 04:08:17,Mac,
U000813,T0001842,2021-12-14 00:56:04,Windows,
U000368,T0001843,2025-03-30 17:45:29,Windows,"-26.9502045,17.667553"
U000623,T0001844,2023-12-22 07:35:08,Windows,"-65.824948,135.542678"
U000688,T0001845,2022-05-06 04:04:39,iPad,
U000465,T0001846,2023-10-23 11:44:21,,"88.7989285,122.267709"
U000433,T0001847,2025-06-29 10:40:13,iPhone,
U000246,T0001848,2024-10-23 06:07:07,iPhone,"64.955090,129.947082"
U000246,T0001849,2023-10-13 02:32:25,iPhone,
U000193,T0001850,2022-10-13 21:53:14,Windows,
U000415,T0001851,2022-05-30 08:15:35,Web,"69.5524645,88.622754"
U000833,T0001852,2023-12-14 14:14:57,Windows,"-49.625401,-61.825741"
U000143,T0001853,2022-09-10 09:17:45,Android,
U000929,T0001854,2023-09-01 04:51:48,,
